,school_name_x,year,pta_income,pta_expenditure,pta_start_balance,pta_end_balance,balance_wy_diff_flag,lag_pta_end_balance,end_to_start_balance_diff,balance_xy_diff_flag,pta_start_balance_wy_transaction_flag,pta_income_wy_transaction_flag,pta_expenditure_wy_transaction_flag,pta_end_balance_wy_transaction_flag,pta_start_balance_ws_transaction_flag,pta_income_ws_transaction_flag,pta_expenditure_ws_transaction_flag,pta_end_balance_ws_transaction_flag,any_wy_transaction_flag,any_ws_transaction_flag,any_transaction_flag,anomaly_flag
8884,P.S. 130 Hernando De Soto,2025,1199094.0,271007.0,9280.87,928087.0,False,945194.0,935913.13,True,False,False,False,False,False,False,False,False,False,False,False,True
8889,Yorkville Community School,2025,384821.1875,138126.359375,213452.8125,216694.828125,True,113384.59,100068.2225,True,False,False,False,False,False,False,False,False,False,False,False,True
8898,P.S. 234 Independence School,2025,588372.0,450251.0,481815.0,619936.0,False,543570.56,61755.560000000056,True,False,False,False,False,False,False,False,False,False,False,False,True
8899,M.S. 255 Salk School of Science,2025,123194.0,192939.0,475283.0,356758.0,True,356758.0,118525.0,True,False,False,False,False,False,False,False,False,False,False,False,True
8901,"East Side Elementary School, PS 267",2025,558935.0625,417165.40625,1468.56,141769.65625,False,180171.94,178703.38,True,False,False,False,False,False,False,False,False,False,False,False,True
8902,Battery Park City School,2025,1049917.75,431629.84375,6038.8925,618287.875,False,599969.94,593931.0475,True,False,False,False,False,False,False,False,False,False,False,False,True
8908,P.S. 290 Manhattan New School,2025,411851.71875,405845.59375,801932.375,807938.5,False,807539.53,5607.155000000028,False,True,False,False,False,False,False,False,False,True,False,True,True
8911,M.S. 297,2025,132500.0,132500.0,1355.0,3000.0,False,272306.0,270951.0,True,False,False,False,False,False,False,False,False,False,False,False,True
8927,Spruce Street School,2025,849058.0,390175.0,4461.775,458883.0,False,446177.5,441715.725,True,False,False,False,False,False,False,False,False,False,False,False,True
8932,Baruch College Campus High School,2025,127173.9609375,39097.5390625,928.921484375,88076.421875,False,100801.0,99872.078515625,True,False,False,False,False,False,False,False,False,False,False,False,True
8933,N.Y.C. Lab School for Collaborative Studies,2025,140605.0,35762.0,1182.54,104843.0,False,118227.39,117044.85,True,False,False,False,False,False,False,False,False,False,False,False,True
8937,Millennium High School,2025,117346.0,43861.0,0.0,73485.0,False,73485.0,73485.0,True,False,False,False,False,False,False,False,False,False,False,False,True
8939,High School for Health Professions and Human Servi,2025,1349.4000244140625,709.0,246.00999450683594,648.3099975585938,False,256.01,10.000005493164053,False,False,False,False,False,False,False,True,False,False,True,True,True
8949,Stuyvesant High School,2025,2030843.0,767697.0,1200177.0,1263146.0,True,1319236.0,119059.0,True,True,False,False,False,False,False,False,False,True,False,True,True
8965,Richard R. Green High School of Teaching,2025,40184.328125,525318.0,20625.05078125,34931.16015625,True,22900.0,2274.94921875,False,False,False,False,False,False,False,False,False,False,False,False,True
8970,Lower Manhattan Community Middle School,2025,157196.40625,98093.171875,148517.0,150257.65625,True,,,False,False,False,False,False,False,False,False,False,False,False,False,True
8971,P.S. 009 Sarah Anderson,2025,1965208.25,1039614.1875,10121.510625,928594.0625,False,1012151.09,1002029.579375,True,False,False,False,False,False,False,False,False,False,False,False,True
8973,P.S. 075 Emily Dickinson,2025,10090.0,117919.59375,134910.0,374695.90625,True,20173.75,114736.25,True,False,False,False,False,False,False,False,False,False,False,False,True
8975,P.S. 084 Lillian Weber,2025,709172.0,671598.0,7720.84,37574.0,False,769890.44,762169.6,True,False,False,False,False,False,False,False,False,False,False,False,True
8976,P.S. 087 William Sherman,2025,713875.0,751192.0,748264.0,710947.0,False,901576.29,153312.29000000004,True,False,False,False,False,False,False,False,False,False,False,False,True
8977,"P.S. 145, The Bloomingdale School",2025,302809.0,196378.71875,1092.463203125,106430.2890625,False,106430.29,105337.826796875,True,False,False,False,False,False,False,False,False,False,False,False,True
8983,The Locke School of Arts and Engineering,2025,37323.21875,,24597.109375,28700.740234375,True,21887.0,2710.109375,False,False,False,False,False,False,False,False,False,False,False,False,True
8993,West End Secondary School,2025,377878.0,138503.0,2129.38,239375.0,False,239375.0,237245.62,True,False,False,False,False,False,False,False,False,False,False,False,True
8996,The Anderson School,2025,1110070.875,1046935.5625,1883971.125,1947091.375,False,1888202.0,4230.875,False,True,False,False,True,False,False,False,False,True,False,True,True
9004,Fiorello H. LaGuardia High School of Music & Art a,2025,195224.0,431400.0,431400.0,1062989.0,True,823700.0,392300.0,True,False,False,False,False,False,False,False,False,False,False,False,True
9009,Special Music School,2025,246437.875,79302.359375,1647.6165625,167135.515625,False,163208.29,161560.6734375,True,False,False,False,False,False,False,False,False,False,False,False,True
9013,Tag Young Scholars,2025,258607.0,329002.0,182795.0,112400.0,False,434948.72,252153.71999999997,True,False,False,False,False,False,False,False,False,False,False,False,True
9032,Manhattan Center for Science and Mathematics,2025,5767.7001953125,420.95001220703125,5765.60986328125,6344.66015625,False,5145.4,620.2098632812504,False,False,False,False,False,True,False,False,False,False,True,True,True
9151,P.S. 062 Inocensio Casanova,2025,6418.47998046875,4749.06982421875,1115.1800537109375,166941.0,True,1126.17,10.989946289062573,False,False,False,False,False,False,False,False,True,False,True,True,True
9195,Pugsley Preparatory Academy,2025,16793.279296875,10633.580078125,1533.239990234375,6159.7001953125,False,1533.24,9.765625009094947e-06,False,False,False,False,False,False,True,False,False,False,True,True,True
9196,P.S. 583,2025,7977.259765625,2752.780029296875,4478.8798828125,5223.47998046875,False,3579.26,899.6198828124998,False,False,False,False,False,True,False,False,False,False,True,True,True
9210,P.S. X088 - S. Silverstein Little Sparrow School,2025,285.739990234375,0.0,285.739990234375,285.739990234375,False,285.74,9.765625009094947e-06,False,False,False,False,False,False,True,False,False,False,True,True,True
9211,P.S. 109 Sedgwick,2025,0.0,,5456.0,5456.0,True,,,False,False,False,False,False,False,False,False,False,False,False,False,True
9248,Academy for Language and Technology,2025,636.0,0.0,636.0,636.0,False,686.0,50.0,False,False,False,False,False,False,True,False,False,False,True,True,True
9251,Bronx High School for Medical Science,2025,278.0,,278.0,278.0,True,,,False,False,False,False,False,False,False,False,False,False,False,False,True
9271,"PS/MS 20 P.O.George J. Werdann, III",2025,8231.099609375,9224.4404296875,3189.6201171875,2196.280029296875,False,0.0,3189.6201171875,False,False,False,False,False,True,True,True,False,False,True,True,True
9273,P.S. 024 Spuyten Duyvil,2025,185071.546875,118511.109375,479.3323046875,66560.4375,False,51329.48,50850.1476953125,True,False,False,False,False,False,False,False,False,False,False,False,True
9338,The Bronx High School of Science,2025,425616.65625,345181.84375,988851.3125,1069286.875,False,70869.84,917981.4725,True,True,False,False,False,False,False,False,False,True,False,True,True
9345,High School of American Studies at Lehman College,2025,514060.375,146719.8125,4088.8378125,367340.5625,False,408883.79,404794.95218749996,True,False,False,False,False,False,False,False,False,False,False,False,True
9375,P.S./M.S. 194,2025,5444.43994140625,3171.030029296875,794.3499755859375,2173.409912109375,False,794.35,2.4414062522737368e-05,False,False,False,False,False,False,False,False,True,False,True,True,True
9452,The Emily Warren Roebling School,2025,2043377.0,1199194.0,7859.87,844183.0,False,817540.0,809680.13,True,False,False,False,False,False,False,False,False,False,False,False,True
9453,Public School 9 The Sarah Smith Garnet School,2025,580132.0,280306.0,2326.2,299826.0,False,256507.0,254180.8,True,False,False,False,False,False,False,False,False,False,False,False,True
9455,P.S. 020 Clinton Hill,2025,1164314.0,605617.0,5265.35,558697.0,False,767054.0,761788.65,True,False,False,False,False,False,False,False,False,False,False,False,True
9463,P.S. 133 William A. Butler,2025,412912.96875,128048.8515625,308365.75,104547.21875,True,275688.34,32677.409999999974,False,False,False,False,False,False,False,False,False,False,False,False,True
9468,P.S. 282 Park Slope,2025,218206.75,125945.59375,816.013125,88261.15625,False,90773.27,89957.256875,True,False,False,False,False,False,False,False,False,False,False,False,True
9493,P.S. 018 Edward Bush,2025,7200.259765625,,4956.22998046875,830.489990234375,True,4452.19,504.0399804687504,False,False,False,False,False,False,False,False,False,False,False,False,True
9495,P.S. 031 Samuel F. Dupont,2025,359017.90625,183291.5,1715.1790625,175726.40625,False,171517.9,169802.72093749998,True,False,False,False,False,False,False,False,False,False,False,False,True
9498,P.S. 059 The Dawn Best School,2025,0.0,0.0,992.8699951171875,992.8699951171875,False,0.0,992.8699951171875,False,False,False,False,False,True,False,False,True,False,True,True,True
9501,P.S. 110 The Monitor,2025,219979.40625,233094.1875,186551.234375,173436.234375,False,89318.42,97232.814375,True,False,False,False,False,False,False,False,False,False,False,False,True
9511,I.S. 318 Eugenio Maria De Hostos,2025,2585.18994140625,665.0,20022.609375,,True,5272.33,14750.279375,False,False,False,False,False,False,False,False,False,False,False,False,True
9530,"Magnet School of Math, Science and Design Technolo",2025,475369.40625,543420.0625,1460.0,0.0,True,491946.78,490486.78,True,False,False,False,False,False,False,False,False,False,False,False,True
9533,P.S. 029 John M. Harrigan,2025,3062634.0,1944016.0,1013755.0,1118618.0,True,850440.0,163315.0,True,True,False,False,False,False,False,False,False,True,False,True,True
9534,P.S. 032 Samuel Mills Sprole,2025,140700.15625,92992.8984375,2522.06078125,47707.26171875,False,251086.2,248564.13921875,True,False,False,False,False,False,False,False,False,False,False,False,True
9536,P.S. 039 Henry Bristow,2025,167500.0,181671.0,202820.0,209000.0,True,305264.33,102444.33000000002,True,False,False,False,False,False,False,False,False,False,False,False,True
9537,M.S. 51 William Alexander,2025,283050.03125,121724.0703125,1579.680625,161325.953125,False,199494.5,197914.819375,True,False,False,False,False,False,False,False,False,False,False,False,True
9538,P.S. 058 The Carroll,2025,0.0,0.0,0.0,0.0,False,272075.9,272075.9,True,False,False,False,False,False,False,False,False,False,False,False,True
9547,"The Brooklyn New School, P.S. 146",2025,150155.96875,70423.921875,72385.5703125,168330.96875,True,99013.43,26627.859687499993,False,False,False,False,False,False,False,False,False,False,False,False,True
9553,P.S. 295,2025,90932.40625,51967.08984375,556.3869921875,38965.3203125,False,56916.65,56360.2630078125,True,False,False,False,False,False,False,False,False,False,False,False,True
9554,P.S. 321 William Penn,2025,1045922.0,1585844.25,881696.9375,341774.65625,False,468101.44,413595.4975,True,True,False,False,False,False,False,False,False,True,False,True,True
9559,The Exploratory School,2025,346432.625,157664.34375,2030.71796875,188768.296875,False,173850.0,171819.28203125,True,False,False,False,False,False,False,False,False,False,False,False,True
9572,Millennium Brooklyn HS,2025,182530.84375,71594.046875,1179.608125,110936.796875,False,110936.8,109757.191875,True,False,False,False,False,False,False,False,False,False,False,False,True
9641,New Heights Middle School,2025,0.0,1747.050048828125,8437.83984375,6690.2900390625,False,759.0,7678.83984375,False,False,False,False,False,True,False,False,True,False,True,True,True
9658,P.S. 276 Louis Marshall,2025,11448.51953125,60736.48046875,10486.76953125,5372.0400390625,True,5372.04,5114.72953125,False,False,False,False,False,False,False,False,False,False,False,False,True
9679,P.S. 089 Cypress Hills,2025,2045.0,,1570.0,2506.719970703125,True,1570.09,0.08999999999991815,False,False,False,False,False,False,False,False,False,False,False,False,True
9694,P.S. 306 Ethan Allen,2025,8625.6201171875,6529.7900390625,3399.56005859375,2095.830078125,False,2598.0,801.56005859375,False,False,False,False,False,True,False,False,False,False,True,True,True
9740,P.S. 176 Ovington,2025,149553.765625,69238.0078125,703.75640625,80270.75,False,72814.84,72111.08359375,True,False,False,False,False,False,False,False,False,False,False,False,True
9748,The Madeleine Brennan School,2025,138181.515625,66532.6484375,950.663203125,71648.8671875,False,95062.39,94111.726796875,True,False,False,False,False,False,False,False,False,False,False,False,True
9756,J.H.S. 259 William McKinley,2025,111391.5,80373.8828125,11355.7998046875,31.020000457763672,True,12953.16,1597.3601953124999,False,False,False,False,False,False,False,False,False,False,False,False,True
9770,Brooklyn School of Inquiry,2025,317232.625,247160.0625,313982.0,284753.71875,True,216918.79,97063.20999999999,True,False,False,False,False,False,False,False,False,False,False,False,True
9787,P.S. 188 Michael E. Berdy,2025,0.0,,777.489990234375,777.489990234375,True,852.49,75.00000976562501,False,False,False,False,False,False,False,False,False,False,False,False,True
9789,P.S. 209 Margaret Mead,2025,56898.078125,23449.51953125,271.34380859375,33448.55859375,False,2713448.0,2713176.6561914063,True,False,False,False,False,False,False,False,False,False,False,False,True
9795,I.S. 228 David A. Boody,2025,26289.25,17164.900390625,3072.27001953125,9125.75,False,307227.0,304154.72998046875,True,False,False,False,False,False,False,False,False,False,False,False,True
9797,Mark Twain I.S. 239 for the Gifted & Talented,2025,377694.53125,277129.78125,690.36609375,100564.7265625,False,60036.61,59346.24390625,True,False,False,False,False,False,False,False,False,False,False,False,True
9798,P.S. 253,2025,20446.8203125,14453.3896484375,3818.1201171875,9811.25,False,3818.12,0.00011718750010913936,False,False,False,False,False,False,True,True,False,False,True,True,True
9802,P.S. 329 Surfside,2025,1323.56005859375,286.4200134277344,714.3300170898438,1037.1400146484375,False,714.33,1.708984370907274e-05,False,False,False,False,False,True,False,False,False,False,True,True,True
9815,P.S. 052 Sheepshead Bay,2025,104802.2890625,8108198.0,16421.640625,23720.310546875,True,16324.5,97.140625,False,False,False,False,False,False,False,True,False,False,True,True,True
9820,P.S. 139 Alexine A. Fenty,2025,180275.8125,64683.25,1041.345,115592.5703125,False,104134.5,103093.155,True,False,False,False,False,False,False,False,False,False,False,False,True
9821,School of Science & Technology,2025,2670.800048828125,,3449.429931640625,2558.81005859375,True,3822.43,373.00006835937484,False,False,False,False,False,False,False,False,False,False,False,False,True
9829,P.S. 207 Elizabeth G. Leary,2025,131187.71875,80118.53125,607.6075,51069.19140625,False,60826.51,60218.902500000004,True,False,False,False,False,False,False,False,False,False,False,False,True
9848,Leon M. Goldstein High School for the Sciences,2025,12467.5,,20528.94921875,25522.939453125,True,,,False,False,False,False,False,False,False,False,False,False,False,False,True
9851,P.S. 889,2025,113132.0,125722.0,66474.28125,53884.0,False,10357.25,56117.03125,True,False,False,False,False,False,False,False,False,False,False,False,True
9885,P.S. 019 Marino Jeantet,2025,116706.6875,113125.5,6926.2998046875,3581.18994140625,False,75934.13,69007.8301953125,True,False,False,False,False,False,False,False,False,False,False,False,True
9887,P.S. 049 Dorothy Bonawit Kole,2025,48059.30859375,,17058.7109375,23563.0,True,,,False,False,False,False,False,False,False,False,False,False,False,False,True
9926,Grover Cleveland High School,2025,11040.7802734375,7038.25,3619.85009765625,4002.530029296875,False,1619.39,2000.46009765625,False,False,False,False,False,True,False,False,False,False,True,True,True
9932,Queens Technical High School,2025,15001.259765625,14238.2001953125,6558.259765625,763.0599975585938,False,6468.26,89.99976562499978,False,False,False,False,False,False,False,True,False,False,True,True,True
9940,P.S. 032 State Street,2025,125020.2265625,91770.9609375,413.7573046875,33249.26953125,False,62779.05,62365.292695312506,True,False,False,False,False,False,False,False,False,False,False,False,True
9941,P.S. 079 Francis Lewis,2025,98128.9765625,39852.9609375,428.10078125,58276.01953125,False,73264.97,72836.86921875,True,False,False,False,False,False,False,False,False,False,False,False,True
9953,J.H.S. 189 Daniel Carter Beard,2025,0.0,0.0,1250.0,12500.0,True,,,False,False,False,False,False,False,False,False,False,False,False,False,True
9954,P.S. 193 Alfred J. Kennedy,2025,127755.7109375,105215.28125,34759.3984375,2254043.0,True,34759.4,0.0015625000014551915,False,False,False,False,True,True,False,False,True,True,True,True,True
9977,Robert F. Kennedy Community High School,2025,3878.719970703125,2606.6201171875,1750.969970703125,1272.0999755859375,False,823.92,927.049970703125,False,False,False,False,False,False,False,True,False,False,True,True,True
9996,P.S. 188 Kingsbury,2025,216176.03125,79433.6875,1245.6909375,136742.34375,False,124569.09,123323.3990625,True,False,False,False,False,False,False,False,False,False,False,False,True
10042,P.S. 207 Rockwood Park,2025,210697.921875,145345.25,854.91578125,65352.640625,False,85491.58,84636.66421875,True,False,False,False,False,False,False,False,False,False,False,False,True
10050,Channel View School for Research,2025,1422.0,632.0,0.0,11472.580078125,True,11472.58,11472.58,False,False,False,False,False,False,False,False,False,False,False,False,True
10084,P.S. 099 Kew Gardens,2025,266938.90625,344709.0625,191785.15625,114015.0,False,203815.85,12030.693750000006,False,False,False,False,False,True,False,False,False,False,True,True,True
10085,P.S. 101 School in the Gardens,2025,333631.25,195310.859375,1501.2790625,138320.375,False,179583.27,178081.9909375,True,False,False,False,False,False,False,False,False,False,False,False,True
10099,P.S. 196 Grand Central Parkway,2025,1490035.375,1493961.875,794974.875,791048.25,False,794974.86,0.015000000013969839,False,True,False,False,False,False,False,False,False,True,False,True,True
10105,The Academy for Excellence through the Arts,2025,567796.9375,531514.75,79973.6171875,116255.7734375,False,165893.76,85920.14281250001,True,False,False,False,False,False,False,True,False,False,True,True,True
10146,I.S. 192 The Linden,2025,17332.279296875,13644.990234375,856.280029296875,3687.260009765625,False,765.97,90.31002929687497,False,False,False,False,False,False,True,True,False,False,True,True,True
10167,"Mathematics, Science Research and Technology Magne",2025,820.0,0.0,820.0,820.0,False,560.0,260.0,False,False,False,False,False,True,False,False,False,False,True,True,True
10174,P.S. 070,2025,28010.650390625,41542.7890625,16187.58984375,18843.0390625,True,964.62,15222.96984375,False,False,False,False,False,False,False,False,False,False,False,False,True
10216,Long Island City High School,2025,0.0,1930.0,1931.219970703125,1.2200000286102295,False,1931.22,2.929687502728484e-05,False,False,False,False,False,True,False,True,False,False,True,True,True
10221,Baccalaureate School for Global Education,2025,152843.546875,54586.08984375,800.925390625,98257.453125,False,80092.54,79291.614609375,True,False,False,False,False,False,False,False,False,False,False,False,True
10224,P.S. 003 The Margaret Gioiosa School,2025,233296.828125,163370.34375,536.2894921875,69926.4765625,False,71159.86,70623.5705078125,True,False,False,False,False,False,False,False,False,False,False,False,True
10240,P.S. 023 Richmondtown,2025,285084.3125,231922.71875,524.835703125,53156.6015625,False,52482.95,51958.114296875,True,False,False,False,False,False,False,False,False,False,False,False,True
10241,I.S. 024 Myra S. Barnes,2025,154178.46875,111669.7578125,5000.0,42508.7109375,False,5000.0,0.0,False,False,False,False,False,False,False,False,True,False,True,True,True
10251,P.S. 036 J. C. Drumgoole,2025,224566.984375,236128.546875,20075.509765625,8513.9501953125,False,22792.76,2717.2502343749984,False,False,False,False,False,True,False,False,False,False,True,True,True
10255,P.S. 042 Eltingville,2025,289085.5,201434.65625,605.1321875,87650.84375,False,85452.36,84847.2278125,True,False,False,False,False,False,False,False,False,False,False,False,True
10265,The Barbara Esselborn School,2025,120941.2734375,74685.3125,764.473125,46255.9609375,False,52395.34,51630.866875,True,False,False,False,False,False,False,False,False,False,False,False,True
10293,Staten Island Technical High School,2025,261996.8125,191870.125,1101.2828125,70126.6875,False,109576.18,108474.8971875,True,False,False,False,False,False,False,False,False,False,False,False,True
